input,correct,expected,predicted,score
"def _make_output(
        self,
        file_content: str,
        file_descriptor: str,
        init_line: int = 1,
        expand_tabs: bool = True,
    ) -> str:
        
        file_content = maybe_truncate(file_content)
        if <IFMASK>:
            file_content = file_content.expandtabs()
        file_content = ""\n"".join(
            [f""{i + init_line:6}\t{line}"" for i, line in enumerate(file_content.split(""\n""))]
        )
        return (
            f""Here's the result of running `cat -n` on {file_descriptor}:\n"" + file_content + ""\n""
        ) <ANS> ",false,expand_tabs,not self.is_versioned and (not self.is_helm) and (not self.is_helm),55.76
"def get_transcript_object(self) -> aai.Transcript:
        
        logger.info(""Starting video transcription"")
        transcript = self.transcriber.transcribe(self.video_path)
        if <IFMASK>:
            logger.error(f""Transcription failed: {transcript.error}"")
            raise ValueError(f""Transcription failed: {transcript.error}"")
        if not transcript.words:
            logger.warning(""No words found in transcript"")
        logger.info(""Transcription completed successfully!"")

        return transcript <ANS> ",false,"transcript.status == ""error""",self.use_redshift_data_quality_ruleset_kwargs or self.redshift_data_quality_ruleset_,66.32
"def update_status(self, agent_name: str, ticker: Optional[str] = None, status: str = """", analysis: Optional[str] = None):
        
        if <IFMASK>:
            self.agent_status[agent_name] = {""status"": """", ""ticker"": None}

        if ticker:
            self.agent_status[agent_name][""ticker""] = ticker
        if status:
            self.agent_status[agent_name][""status""] = status
        if analysis:
            self.agent_status[agent_name][""analysis""] = analysis <ANS> ",true,agent_name not in self.agent_status,self.wait_for_completion is not None and self.wait_for_completion not in self.completion_,71.10
"def register_mimetype_component_type(mimetype: str, component_type: Optional[str] = None):
    
    if <IFMASK>:
        logger.warning(f""[registry] Suspicious mimetype format: {mimetype}"")
    _mimetype_to_component_type[mimetype] = component_type or ""generic"" <ANS> ",false,"not re.match(r""^[^/]+/[^/]+$"", mimetype)",not component_type or not _is_subtype_of(mimetype) or _is_subtype_of(component,58.86
"def is_unsubscribe_allowed(
    mcp: FastMCP, sns_client: Any, kwargs: Dict[str, Any]
) -> Tuple[bool, str]:
    
    subscription_arn = kwargs.get('SubscriptionArn')

    if <IFMASK>:
        return False, 'SubscriptionArn is not passed to the tool'

    try:
        # Get subscription attributes to find the TopicArn
        attributes = sns_client.get_subscription_attributes(SubscriptionArn=subscription_arn)
        topic_arn = attributes.get('Attributes', {}).get('TopicArn')

        return is_mutative_action_allowed(mcp, sns_client, {'TopicArn': topic_arn}) <ANS> ",false,subscription_arn is None or subscription_arn == '',"not isinstance(mcp, LivyHook) or not isinstance(mcp. LivyHook, LivyHook) or not isinstance(m",63.88
"def increment_and_enforce_llm_calls_limit(
      self, run_config: Optional[RunConfig]
  ):
    
    # We first increment the counter and then check the conditions.
    self._number_of_llm_calls += 1

    if (
        run_config
        
        <IFMASK>
    ):
      # We only enforce the limit if the limit is a positive number.
      raise LlmCallsLimitExceededError(
          ""Max number of llm calls limit of""
          f"" `{run_config.max_llm_calls}` exceeded""
      ) <ANS> ",true,run_config,self._number_of_llm_calls == 0 and run_config.llm_limit_size > 0 and,64.28
"def process_llm_request(self, llm_request: LlmRequest) -> None:
    
    if <IFMASK>:
      llm_request.config = llm_request.config or types.GenerateContentConfig()
      llm_request.config.tools = llm_request.config.tools or []
      llm_request.config.tools.append(
          types.Tool(code_execution=types.ToolCodeExecution())
      )
      return
    raise ValueError(
        ""Gemini code execution tool is not supported for model"" <ANS> ",false,"llm_request.model and llm_request.model.startswith(""gemini-2"")",not self.check_model_type(type_) or self.check_model_type(type_.from_,49.32
"def _megatron_calc_global_rank(tp_rank: int = 0, dp_rank: int = 0, pp_rank: int = 0):
    

    args = get_args()
    tp_size = mpu.get_tensor_model_parallel_world_size()
    dp_size = mpu.get_data_parallel_world_size()
    pp_size = mpu.get_pipeline_model_parallel_world_size()
    assert (tp_size * dp_size * pp_size == torch.distributed.get_world_size()
           ), f""{tp_size} x {dp_size} x {pp_size} != {torch.distributed.get_world_size()}""
    if <IFMASK>:
        # TP-PP-DP grouping
        return (dp_rank * pp_size + pp_rank) * tp_size + tp_rank
    else:
        # TP-DP-PP grouping
        return (pp_rank * dp_size + dp_rank) * tp_size + tp_rank <ANS> ",false,args.switch_dp_and_pp_grouping,tp_rank == 0 and dp_rank == 0 and (tp_size * dp_size) and ( pp,64.07
"def infer_transport_type_from_url(
    url: str | AnyUrl,
) -> Literal[""streamable-http"", ""sse""]:
    
    url = str(url)
    if <IFMASK>:
        raise ValueError(f""Invalid URL: {url}"")

    parsed_url = urlparse(url)
    path = parsed_url.path

    if ""/sse/"" in path or path.rstrip(""/"").endswith(""/sse""):
        return ""sse""
    else: <ANS> ",true,"not url.startswith(""http"")","not isinstance(url, str) or not url.startswith('https://') or (not url.startswith('https://",62.94
"def log_trainable_parameters(model: torch.nn.Module, logger: Optional[Logger] = None):
    
    trainable_params = 0
    all_param = 0
    for name, param in model.named_parameters():
        all_param += param.numel()
        if <IFMASK>:
            (logger or get_logger(__name__)).info(f""training with {name}"")
            trainable_params += param.numel()

    (logger or get_logger(__name__)).info(
        ""trainable params: %s || all params: %s || trainable%%: %s"",
        f""{trainable_params:,}"",
        f""{all_param:,}"",
        f""{trainable_params / all_param:.2%}"", <ANS> ",false,param.requires_grad,not logger or not is_enabled(logger) or not is_enabled(logger) or not is_enabled(,48.82
"def _get_user_query(self, task_send_params: TaskSendParams) -> str | None:
        
        if <IFMASK>:
            logger.warning(f""No message parts found for task {task_send_params.id}"")
            return None
        for part in task_send_params.message.parts:
            # Ensure part is treated as a dictionary if it came from JSON
            part_dict = part if isinstance(part, dict) else part.model_dump()
            if part_dict.get(""type"") == ""text"" and ""text"" in part_dict:
                 return part_dict[""text""]
        logger.warning(f""No text part found in message for task {task_send_params.id}"") <ANS> ",false,not task_send_params.message or not task_send_params.message.parts,self.task_queue is not None and self.task_queue.queue_type == 'task' and (,61.16
"def calculate_cost(input_tokens: int, output_tokens: int, model_id: str) -> float:
    
    if <IFMASK>:
        input_cost_per_k, output_cost_per_k = PRICES_PER_K_TOKENS[model_id]
        input_cost = (input_tokens / 1000) * input_cost_per_k
        output_cost = (output_tokens / 1000) * output_cost_per_k
        return input_cost + output_cost
    else:
        warnings.warn(
            f'Cannot get the costs for {model_id}. The cost will be 0. In your config_list, add field {{""price"" : [prompt_price_per_1k, completion_token_price_per_1k]}} for customized pricing.',
            UserWarning, <ANS> ",true,model_id in PRICES_PER_K_TOKENS,model_id == 'input-ids' and input_ids.shape[1] == 1 and input_ids,71.45
"def get_step_footnote_content(step_log: ActionStep | PlanningStep, step_name: str) -> str:
    
    step_footnote = f""**{step_name}**""
    if <IFMASK>:
        step_footnote += f"" | Input tokens: {step_log.token_usage.input_tokens:,} | Output tokens: {step_log.token_usage.output_tokens:,}""
    step_footnote += f"" | Duration: {round(float(step_log.timing.duration), 2)}s"" if step_log.timing.duration else """"
    step_footnote_content = f
    return step_footnote_content <ANS> ",true,step_log.token_usage is not None,step_log.level != logging.NOTSET and (not step_log.level.value) and (not step,62.08
"def _cancel_interruptible_tasks(self) -> None:
		
		current_task = asyncio.current_task(self.loop)
		for task in asyncio.all_tasks(self.loop):
			if <IFMASK>:
				task_name = task.get_name() if hasattr(task, 'get_name') else str(task)
				# Cancel tasks that match certain patterns
				if any(pattern in task_name for pattern in self.interruptible_task_patterns):
					logger.debug(f'Cancelling task: {task_name}')
					task.cancel()
					# Add exception handler to silence ""Task exception was never retrieved"" warnings
					task.add_done_callback(lambda t: t.exception() if t.cancelled() else None) <ANS> ",true,task != current_task and not task.done(),self.task_log_fetcher and self.task_log_fetcher.done() and (not self.task,65.66
"def compare_hashes_gcs(blob, local_file_path: str) -> bool:
    
    if <IFMASK>:
        remote_md5_base64 = blob.md5_hash
        hash_md5 = hashlib.md5()
        with open(local_file_path, ""rb"") as f:
            for chunk in iter(lambda: f.read(8192), b""""):
                hash_md5.update(chunk)
        local_md5 = hash_md5.digest()
        remote_md5 = base64.b64decode(remote_md5_base64)
        if remote_md5 == local_md5: <ANS> ",false,os.path.exists(local_file_path),not local_file_path.is_dir() or not local_file_path.resolve().is_file,75.10
"def __str__(self) -> str:
        
        info = """"
        info += ""Audio Extraction Task:\n""

        if <IFMASK>:
            info += ""  auth_token: [redacted]\n""
        if self._grpc_endpoint:
            info += f""  grpc_endpoint: {self._grpc_endpoint}\n""
        if self._infer_protocol:
            info += f""  infer_protocol: {self._infer_protocol}\n""
        if self._function_id:
            info += ""  function_id: [redacted]\n""
        if self._use_ssl: <ANS> ",true,self._auth_token,self._use_ssl and self._is_ssl_ca_certs() and self._is_ssl_ca,63.21
"def trim_voice_tensor(tensor):
    
    if <IFMASK>:
        raise ValueError(f""Expected tensor with first dimension 511, got {tensor.shape[0]}"")
    
    # Analyze variance contribution of each row
    variance = analyze_voice_content(tensor)
    
    # Determine which end has lower variance (less information)
    start_var = variance[:5].mean().item()
    end_var = variance[-5:].mean().item() <ANS> ",false,tensor.shape[0] != 511,"isinstance(tensor, np.ndarray) and (not np.isnan(tensor)) and (not np.isinf(",66.41
"def clear_all(cls, cache_dir: Path | None = None) -> None:
        
        cache_dir = cache_dir or default_cache_dir()
        if <IFMASK>:
            return

        file_types: list[Literal[""client_info"", ""tokens""]] = [""client_info"", ""tokens""]
        for file_type in file_types:
            for file in cache_dir.glob(f""*_{file_type}.json""):
                file.unlink(missing_ok=True)
        logger.info(""Cleared all OAuth client cache data."") <ANS> ",false,not cache_dir.exists(),not file_types or not file_data.get('client_info') or not file_data.get(',59.45
"def convert_to_regular_types(obj):
    
    from omegaconf import ListConfig, DictConfig
    if <IFMASK>:
        return {k: convert_to_regular_types(v) for k, v in obj.items()} if isinstance(obj, DictConfig) else list(obj)
    elif isinstance(obj, (list, tuple)):
        return [convert_to_regular_types(x) for x in obj]
    elif isinstance(obj, dict):
        return {k: convert_to_regular_types(v) for k, v in obj.items()}
    return obj <ANS> ",true,"isinstance(obj, (ListConfig, DictConfig))","isinstance(obj, DictConfig) and isinstance(obj, DictConfig) and (not isinstance(obj, DictConfig",76.94
"def load_environment():
    
    try:
        # Read and execute set_keys.sh
        with open('set_keys.sh', 'r') as f:
            lines = f.readlines()
        
        for line in lines:
            line = line.strip()
            if <IFMASK>:
                # Parse export statements
                line = line.replace('export ', '')
                key, value = line.split('=', 1)
                # Remove quotes if present
                value = value.strip('""').strip(""'"")
                os.environ[key] = value
                print(f""Loaded: {key}"") <ANS> ",false,line.startswith('export ') and '=' in line,not os.path.isfile(path) or not os.path.isfile(path) or os.path.,64.95
"def _run(self, **kwargs) -> str:
        
        servers = self.server_manager.client.get_server_names()
        if <IFMASK>:
            return ""No MCP servers are currently defined.""

        result = ""Available MCP servers:\n""
        for i, server_name in enumerate(servers):
            active_marker = "" (ACTIVE)"" if server_name == self.server_manager.active_server else """"
            result += f""{i + 1}. {server_name}{active_marker}\n""

            tools: list = [] <ANS> ",false,not servers,not self.server_manager.is_alive() and self.is_alive() and (not self.is,61.42
"def update_presigned_url(presigned_url, base_url):
    
    #To Do: If Proxy URL has domain name how do we handle such cases? Engineering Dependency.
    
    presigned_parts = urlparse(presigned_url)
    base_parts = urlparse(base_url)
    # Check if base_url contains localhost or an IP address
    if <IFMASK>:
        new_netloc = base_parts.hostname  # Extract domain from base_url
        if base_parts.port:  # Add port if present in base_url
            new_netloc += f"":{base_parts.port}""
        updated_parts = presigned_parts._replace(netloc=new_netloc)
        return urlunparse(updated_parts)
    return presigned_url <ANS> ",false,"re.match(r'^(localhost|\d{1,3}(\.\d{1,3}){3})$', base_parts.hostname)","isinstance(presigned_url, URL) and isinstance(base_url, URL) and (not isinstance(pres",69.55
"def get_aws_session(region_name=None):
    
    profile_name = os.environ.get('AWS_PROFILE')
    region = region_name or get_region()

    if <IFMASK>:
        logger.debug(f'Using AWS profile: {profile_name}')
        return boto3.Session(profile_name=profile_name, region_name=region)
    else:
        logger.debug('Using default AWS credential chain')
        return boto3.Session(region_name=region) <ANS> ",true,profile_name,region_name is None and region is None and (not region) and (not profile_name) and (not,63.89
"def handle_phue_error(
    light_or_group: str, operation: str, error: Exception
) -> dict[str, Any]:
    
    base_info = {""target"": light_or_group, ""operation"": operation, ""success"": False}
    if <IFMASK>:
        base_info[""error""] = f""Target '{light_or_group}' not found""
    elif isinstance(error, PhueException):
        base_info[""error""] = f""phue2 error during {operation}: {error}""
    else:
        base_info[""error""] = f""Unexpected error during {operation}: {error}""
    return base_info <ANS> ",true,"isinstance(error, KeyError)","not isinstance(error, PhueException) or not isinstance(operation, str) or (isinstance(operation, str",64.70
"def to_dict(self) -> Dict:
        
        task_properties = {}

        if <IFMASK>:
            task_properties[""api_key""] = self._api_key

        if self._endpoint_url:
            task_properties[""endpoint_url""] = self._endpoint_url

        if self._prompt:
            task_properties[""prompt""] = self._prompt <ANS> ",true,self._api_key,self._default_branch != 'main' or self._default_branch != 'main' or self._default_,68.06
"def _exists(file_path: str):
    
    if <IFMASK>:
        return _run_cmd(_hdfs_cmd(f""-test -e {file_path}"")) == 0
    return os.path.exists(file_path) <ANS> ",true,"file_path.startswith(""hdfs"")",not file_path.startswith('pytest.') or file_path.startswith('pytest.') or file_path.startswith,70.90
"def language_token(self) -> int:
        
        if <IFMASK>:
            raise ValueError(f""This tokenizer does not have language token configured"")

        additional_tokens = dict(
            zip(
                self.tokenizer.additional_special_tokens,
                self.tokenizer.additional_special_tokens_ids,
            )
        ) <ANS> ",true,self.language is None,self.language_cache and self.language_cache.issubset(additional_tokens) and (not self.additional,63.20
"def _format_search_results_as_context(self, search_results):
        
        context_snippets = []

        for i, result in enumerate(
            search_results[:10]
        ):  # Limit to prevent context overflow
            title = result.get(""title"", ""Untitled"")
            snippet = result.get(""snippet"", """")
            url = result.get(""link"", """")

            if <IFMASK>:
                context_snippets.append(
                    f""Source {i + 1}: {title}\nURL: {url}\nSnippet: {snippet}""
                )

        return ""\n\n"".join(context_snippets) <ANS> ",false,snippet,self.verbose > 0 and self.verbose_feature_names_out is not None and self.verbose_feature,60.96
"def create_html_redline(text1: str, text2: str) -> str:
    
    d = dmp.diff_match_patch()
    diffs = d.diff_main(text2, text1)
    d.diff_cleanupSemantic(diffs)

    html_output = """"
    for op, text in diffs:
        if <IFMASK>:  # Deletion
            html_output += (
                f'<del style=""background-color: #ffcccc;"">{text}</del>'
            )
        elif op == 1:  # Insertion
            html_output += (
                f'<ins style=""background-color: #ccffcc;"">{text}</ins>'
            )
        else:  # Unchanged <ANS> ",false,op == -1,len(text1) != len(text2) and (not text1.startswith(f'x{len,57.64
"def __init__(self, config, actor_module: nn.Module, actor_optimizer: torch.optim.Optimizer = None):
        
        super().__init__(config)
        self.actor_module = actor_module
        self.actor_optimizer = actor_optimizer

        self.use_remove_padding = self.config.get(""use_remove_padding"", False)
        if <IFMASK>:
            print(f""Actor use_remove_padding={self.use_remove_padding}"")
        self.use_fused_kernels = self.config.get(""use_fused_kernels"", False)
        if torch.distributed.get_rank() == 0:
            print(f""Actor use_fused_kernels={self.use_fused_kernels}"")

        self.ulysses_sequence_parallel_size = self.config.ulysses_sequence_parallel_size
        self.use_ulysses_sp = self.ulysses_sequence_parallel_size > 1 <ANS> ",false,torch.distributed.get_rank() == 0,self.use_remove_padding and config.get('use_remove_padding') and (not config.get,64.68
"def collate_fn(data_list: list[dict]) -> dict:
    
    tensors = defaultdict(list)
    non_tensors = defaultdict(list)

    for data in data_list:
        for key, val in data.items():
            if <IFMASK>:
                tensors[key].append(val)
            else:
                non_tensors[key].append(val)

    for key, val in tensors.items():
        tensors[key] = torch.stack(val, dim=0)

    for key, val in non_tensors.items(): <ANS> ",false,"isinstance(val, torch.Tensor)","not isinstance(data, dict) or not isinstance(data_list, dict) or not isinstance(data, list",67.66
"def format_category(
        self, category: RouterCategory, index: int | None = None
    ) -> str:
        

        index_str = f""{index}. "" if index is not None else "" ""
        category_str = """"

        if <IFMASK>:
            category_str = self._format_server_category(category)
        elif isinstance(category, AgentRouterCategory):
            category_str = self._format_agent_category(category)
        else:
            category_str = self._format_function_category(category)

        return f""{index_str}{category_str}"" <ANS> ",true,"isinstance(category, ServerRouterCategory)",self.description is not None and self.description.category != category_str and (self.description.category !=,58.65
"def add_prompt(self, prompt: Prompt, key: str | None = None) -> Prompt:
        
        key = key or prompt.name

        # Check for duplicates
        existing = self._prompts.get(key)
        if <IFMASK>:
            if self.duplicate_behavior == ""warn"":
                logger.warning(f""Prompt already exists: {key}"")
                self._prompts[key] = prompt
            elif self.duplicate_behavior == ""replace"":
                self._prompts[key] = prompt
            elif self.duplicate_behavior == ""error"":
                raise ValueError(f""Prompt already exists: {key}"")
            elif self.duplicate_behavior == ""ignore"": <ANS> ",false,existing,self.config.option.verbose > 1 and (not self.config.option.no_color) and (,58.37
"def database_setup_and_cleanup(db_session: Session) -> Generator[None, None, None]:
    

    inspector = cast(Inspector, inspect(db_session.bind))

    # Check if all tables defined in models are created in the db
    for table in Base.metadata.tables.values():
        if <IFMASK>:
            pytest.exit(f""Table {table} does not exist in the database."")

    clear_database(db_session)
    yield  # This allows the test to run
    clear_database(db_session) <ANS> ",false,not inspector.has_table(table.name),not tables_to_clear and tables_to_clear.exists() and (not tables_to_clear.,69.62
"def decode_unicode_escapes_to_utf8(text: str) -> str:
	

	if <IFMASK>:
		# doesn't have any escape sequences that need to be decoded
		return text

	try:
		# Try to decode Unicode escape sequences
		return text.encode('latin1').decode('unicode_escape')
	except (UnicodeEncodeError, UnicodeDecodeError):
		# logger.debug(f""Failed to decode unicode escape sequences while generating gif text: {text}"") <ANS> ",true,r'\u' not in text,not text.startswith('utf-8') or text.startswith('utf-8') or text.startswith('utf,71.22
"def check_prime(nums: list[int]) -> str:
  
  primes = set()
  for number in nums:
    number = int(number)
    if <IFMASK>:
      continue
    is_prime = True
    for i in range(2, int(number**0.5) + 1):
      if number % i == 0:
        is_prime = False
        break
    if is_prime:
      primes.add(number) <ANS> ",false,number <= 1,not is_prime and (not is_integer_dtype(nums[0])) and (not is_float_,62.40
"def worker_task(thread_id, args):
    
    for i in range(args.iterations):
        iteration = i + 1
        test_id = f""{thread_id:02d}_{iteration:02d}""
        text = generate_test_sentence(thread_id, iteration)
        success = request_tts(
            args.url, test_id, text, args.voice, args.output_dir, args.debug
        )

        if <IFMASK>:
            log_message(
                f""Thread {thread_id}: Iteration {iteration} failed"",
                args.debug,
                is_error=True,
            )

        # Small delay between iterations to avoid overwhelming the API
        time.sleep(0.1) <ANS> ",false,not success,args.verbose_feature_names_out is False and args.verbose_feature_names_out != 'all,55.07
"def _annotate_span_for_generation_message(
        self,
        span: trace.Span,
        message: MessageParamT | str | List[MessageParamT],
    ) -> None:
        
        if <IFMASK>:
            return
        if isinstance(message, str):
            span.set_attribute(""message.content"", message)
        elif isinstance(message, list):
            for i, msg in enumerate(message):
                if isinstance(msg, str):
                    span.set_attribute(f""message.{i}.content"", msg)
                else: <ANS> ",false,not self.context.tracing_enabled,"isinstance(span, (list, tuple)) and len(span) != len(message) and (not isinstance(",65.88
"def __str__(self) -> str:
        
        base = f""{self.action.ljust(11)}. {self.target}""
        if <IFMASK>:
            base += f"" - {self.details}""
        if self.agent_name:
            base = f""[{self.agent_name}] {base}""
        return base <ANS> ",true,self.details,self.wait_for_completion is not None and self.wait_for_completion != 'true' or self,68.06
"def normalize_model_name(name, pp_rank, vpp_rank, transformer_config, layer_name=""layers""):
    
    from verl.utils.megatron_utils import get_transformer_layer_offset

    layer_offset = get_transformer_layer_offset(pp_rank, vpp_rank, transformer_config)

    if <IFMASK>:  # belong to an intermediate layer
        split_name = name.split(""."")
        # find the num next to split_name
        for i, name in enumerate(split_name):
            if name == layer_name:
                break
        layer_num_idx = i + 1
        # check the name
        assert len(split_name) >= layer_num_idx + 1, f""split_name = {split_name}"" <ANS> ",false,layer_name in name,"hasattr(transformer_config, 'get_output_config') and 'layers' in transformer_config.get_",66.99
"def interpreter_feedback(self, output:str) -> str:
        
        if <IFMASK>:
            feedback = f""[failure] Error in execution:\n{output}""
        else:
            feedback = ""[success] Execution success, code output:\n"" + output
        return feedback <ANS> ",true,self.execution_failure_check(output),self.verbose > 0 and self.verbose_mod is not None and (not self.verbose_mod.is,58.03
"def __repr__(self) -> str:
        
        output_str = f""sub question: {self.sub_question}""
        if <IFMASK>:
            output_str += f""\nretrieved chunks:\n{self.chunks}""
        if self.spo:
            output_str += f""\nretrieved spo:\n{self.spo}""
        if self.summary:
            output_str += f""\nsummary:\n{self.summary}""
        return output_str <ANS> ",true,self.chunks,self.sub_process_ids and self.sub_process_ids != self.sub_process_ids and,60.37
"def setup_data_dir():
    
    # Get the project root directory (3 levels up from this file)
    current_dir = os.path.dirname(os.path.abspath(__file__))
    project_root = os.path.abspath(os.path.join(current_dir, "".."", ""..""))

    # Define the data directory path
    data_dir = os.path.join(project_root, ""data"")

    # Create the data directory if it doesn't exist
    if <IFMASK>:
        os.makedirs(data_dir)
        print(f""Created data directory at: {data_dir}"")
    else:
        print(f""Data directory already exists at: {data_dir}"")

    # Return the path to the data directory
    return data_dir <ANS> ",true,not os.path.exists(data_dir),not os.path.exists(data_dir) or not os.path.exists(os.path.join,77.35
"def create_empty_state(
    agent: BaseAgent, initialized_states: Optional[dict[str, Any]] = None
) -> dict[str, Any]:
  
  non_initialized_states = {}
  _create_empty_state(agent, non_initialized_states)
  for key in initialized_states or {}:
    if <IFMASK>:
      del non_initialized_states[key]
  return non_initialized_states <ANS> ",false,key in non_initialized_states,"not isinstance(agent, BaseAgent) or not isinstance(agent, BaseAgent) or not isinstance(agent, Base",67.10
"def _display_quality_summary(self, metrics: Dict[str, Any]):
        
        overall_score = metrics.get(""overall_score"", 0)
        issues = metrics.get(""issues"", [])

        # Use formatter for consistent display
        quality_display = self.formatter.format_quality_score(overall_score, issues)
        self.console.print(f""[dim]{quality_display}[/dim]"")

        # Highlight specific test concerns
        if <IFMASK>:
            self.console.print(
                ""  [yellow]⚠ Test detected premature answer attempt[/yellow]""
            )

        verbosity = metrics.get(""verbosity"", 0)
        if verbosity > 0.7:
            self.console.print(
                f""  [yellow]⚠ High verbosity detected ({verbosity:.0%})[/yellow]"" <ANS> ",false,"metrics.get(""premature_attempt"")",self.console.print_as_current_console and self.console.print_as_current_console.,57.14
"def get_markdown(research_id):
    
    conn = get_db_connection()
    conn.row_factory = lambda cursor, row: {
        column[0]: row[idx] for idx, column in enumerate(cursor.description)
    }
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM research_history WHERE id = ?"", (research_id,))
    result = cursor.fetchone()
    conn.close()

    if <IFMASK>:
        return jsonify({""status"": ""error"", ""message"": ""Report not found""}), 404

    try:
        with open(result[""report_path""], ""r"", encoding=""utf-8"") as f:
            content = f.read()
        return jsonify({""status"": ""success"", ""content"": content})
    except Exception as e:
        return jsonify({""status"": ""error"", ""message"": str(e)}), 500 <ANS> ",false,"not result or not result.get(""report_path"")","isinstance(research_id, str) andresearch_id in self.data_columns and isinstance(self.data",47.83
"def connect(self) -> bool:
        
        if <IFMASK>:
            return True
            
        try:
            self.sock = socket.socket(socket.AF_INET, socket.SOCK_STREAM)
            self.sock.connect((self.host, self.port))
            logger.info(f""Connected to Blender at {self.host}:{self.port}"")
            return True
        except Exception as e: <ANS> ",true,self.sock,self.transport is not None and self.transport.is_closing() and (not self.transport.is_,71.40
"def append_dims(x, target_dims):
    
    dims_to_append = target_dims - x.ndim
    if <IFMASK>:
        raise ValueError(f""input has {x.ndim} dims but target_dims is {target_dims}, which is less"")
    return x[(...,) + (None,) * dims_to_append] <ANS> ",false,dims_to_append < 0,"not isinstance(x, (np.ndarray, list, tuple)) or not isinstance(target_dims, (np",62.93
"def api_delete_resource(research_id, resource_id):
    
    try:
        # Delete the resource
        success = delete_resource(resource_id)

        if <IFMASK>:
            return jsonify(
                {""status"": ""success"", ""message"": ""Resource deleted successfully""}
            )
        else:
            return jsonify({""status"": ""error"", ""message"": ""Resource not found""}), 404
    except Exception as e:
        logger.error(f""Error deleting resource: {str(e)}"")
        return jsonify({""status"": ""error"", ""message"": str(e)}), 500 <ANS> ",false,success,self.delete_on_status_change and self.delete_on_status_callback and self.delete_,70.02
